bare,built,crops,date,flooded_vegetation,grass,shrub_and_scrub,snow_and_ice,trees,water
0.0603528732053426,0.03778037969813035,0.5807879221146601,2025-02-26,0.040816591366943274,0.08398864273163867,0.06785295016438772,0.03579719181449348,0.053787432972913066,0.03879641008278067
0.05985801630525362,0.03921858133699986,0.5914973566708187,2025-02-26,0.039213036070757164,0.08016542943309166,0.06447550815370837,0.03533662659759442,0.05157971175114335,0.038617132047502244
0.06570886414531095,0.03653765513274577,0.49184127079104395,2025-03-01,0.04354018692203022,0.08797266582013925,0.10586216551582033,0.036574288385962654,0.08909121249743536,0.04283177458688589
0.06477758722583722,0.03755417404467349,0.49915500955577674,2025-03-01,0.043122690157139335,0.08651888334264929,0.10366128618730784,0.036299842167127096,0.0862115004462935,0.042658978851795024
0.06334393790822103,0.03802027397335614,0.5157396197393317,2025-03-03,0.044210761007764984,0.13168760942575686,0.075578412281423,0.03653025442201797,0.055306693780604294,0.039543555759607024
0.06295764685158742,0.03882544250717887,0.5264784560376743,2025-03-03,0.04326481855925587,0.12801372627642546,0.07338207077050371,0.03599002512736198,0.05165152082923547,0.03939648996731035
0.06704740323174618,0.03929502257582647,0.5295033550216586,2025-03-06,0.036255853486967526,0.13364235716212994,0.06937329257322904,0.02840180608837332,0.05873638691260111,0.0377056340883361
0.06604701112520903,0.04025401892047163,0.538599041202594,2025-03-06,0.035773212981182655,0.12979700480671602,0.0679036271893361,0.02807626310956782,0.055864717505552344,0.037646017622054176
0.06420276681232144,0.03838225012309707,0.5633482470553138,2025-03-08,0.0369905095620322,0.11303311542565761,0.0658932790331267,0.033569003279756295,0.04966145227502629,0.03488007304560691
0.06390261966591097,0.03945697986623208,0.5659848664761451,2025-03-08,0.03682772057809749,0.11126798895032455,0.06496881187312,0.033444948413172575,0.04920847543626873,0.034898988878704164
0.0676666973784052,0.03688483540997294,0.5060777667906832,2025-03-11,0.039414473522848374,0.10211036063750673,0.08389556347294606,0.035499895689462796,0.08822151634157897,0.04018889188612445
0.06760475824912839,0.03718525641871029,0.504939801439928,2025-03-11,0.03942751747104971,0.10400123670455434,0.0839701723304096,0.035545982631001866,0.08686730202803448,0.040418168721729514
0.06110095003220988,0.03992358136574661,0.5439979143472818,2025-03-13,0.038861949019649865,0.07344211183628123,0.06402075732947726,0.041126438623010665,0.09948874712223577,0.03799887290494801
0.060407868990829894,0.040259835245988695,0.5454769358045071,2025-03-13,0.038634741503583335,0.07236030480306582,0.06370337743948669,0.04119846540184236,0.10002521916932475,0.037894292841799695
0.07631632169659375,0.04166540878466945,0.4889893062881382,2025-03-15,0.037366164457146266,0.059283879262051774,0.08323627441439113,0.04448280048247533,0.12822739107750028,0.040393003679365866
0.0749211294663283,0.042053011200056764,0.4947796974598092,2025-03-15,0.03707289492685564,0.05765190348765469,0.08191650300350574,0.044313799107977024,0.12702747958656058,0.040224030372209604
0.07126173057618093,0.04296903911552393,0.3559836866397697,2025-03-16,0.03795832867517608,0.040744772922963704,0.08669303066690379,0.041234836504397146,0.28347241919466404,0.039643220703569466
0.06978517990159092,0.04315243197208477,0.3582442041772008,2025-03-16,0.0382235262648882,0.04106866769881506,0.08789153229451271,0.041052981893806545,0.2813843452858008,0.03915702429656457
0.06856645388944776,0.035697686388580126,0.5681775814889177,2025-03-18,0.03426644507757588,0.08967575730504398,0.06845044914590301,0.03647828973166218,0.06360895723724333,0.03503910620247907
0.06815120882637274,0.03625315430703693,0.5705071036040397,2025-03-18,0.03419354116753528,0.08983652866037495,0.06727256887653667,0.036280234473336975,0.06241456085190599,0.035052268660834066
0.0703047031517653,0.036246967448121885,0.5308010909812537,2025-03-23,0.03837437676257048,0.09202369655413918,0.07119969602365718,0.03687524313094147,0.08814913723356774,0.03598629568567869
0.06333612507701633,0.037107908339118964,0.5475272476639634,2025-03-23,0.03898271997397724,0.09242430400589129,0.06607448105078914,0.03675729141208565,0.08124018047119021,0.03651105003427178
0.06647142657610355,0.03734502134625511,0.4623308932755722,2025-03-26,0.03720702818495582,0.06274767952953086,0.08629550195680054,0.03752319194498242,0.17032212638914523,0.03971688583974177
0.06670844408005565,0.03691310721167752,0.45795185060882876,2025-03-26,0.03720677414660876,0.06284128900119273,0.08525510523822527,0.03742874943567228,0.17596633530466824,0.03968907405855031
0.07012189329446697,0.03735154354119637,0.5739197414074746,2025-03-28,0.03398986963823179,0.06360086321100944,0.06492935439468828,0.03912843037867451,0.07697849680871875,0.039940774153028304
0.0716703922492503,0.0377190101300864,0.5630564048089667,2025-03-28,0.0343949533514851,0.06540244173755516,0.0694483284061785,0.0391798120708924,0.07918702291417123,0.0399024502399733
0.06522332134575672,0.036033641925006785,0.5473429719062591,2025-03-28,0.037940309661735054,0.06990771944194264,0.07297224693817957,0.03640089973911983,0.09282226870366046,0.041317620791121036
0.06476769801042592,0.03630821512241576,0.5427616911366104,2025-03-28,0.03822852407397631,0.07108636046672909,0.07422636026179696,0.0365123588386156,0.09484680472753748,0.04122308545344871
0.08903995207787149,0.04297493936791847,0.39213141993294587,2025-03-31,0.03648291495060219,0.04425074981070136,0.09490398133081346,0.04370778927766854,0.20909801399114383,0.04737058607347383
0.08921186834265422,0.04348334157192869,0.384363953019927,2025-03-31,0.03675992316058593,0.044920636774454924,0.10063479835710124,0.04354417558557957,0.21024536270031652,0.04679577434918974
0.08080512198726593,0.04722644495426234,0.3717513464963011,2025-04-04,0.03520322354702877,0.045120274271483476,0.10876105043309829,0.046064936244362864,0.22395763616811312,0.04106898799001172
0.07937988693008728,0.04758434214545058,0.38060506476408196,2025-04-04,0.03534299098926085,0.04516257089528023,0.1069137018164505,0.04547345406726122,0.2187826020609259,0.04071529355716268
0.0721179582250279,0.039716601425316925,0.3986624653194891,2025-04-05,0.03620111227613066,0.04513130219033633,0.0754748672169248,0.04024343623529535,0.2529551956894654,0.039457334947133625
0.07244270660468209,0.04032602491357973,0.38796506661760427,2025-04-05,0.036464896753555694,0.04488464982176283,0.07969734358254955,0.04002007273839593,0.2589253163282326,0.039234144838998536
0.0712998238186127,0.03898069132191718,0.5814057602745344,2025-04-07,0.03470464567013193,0.0808564942766002,0.07018547406909964,0.03523348291029005,0.05326788629673009,0.034026243308353014
0.07077463759961602,0.03821101515737077,0.5848652069346555,2025-04-07,0.034443450490221815,0.08182068389748316,0.06793444663281074,0.03509687788217257,0.05287320615869377,0.03394245289326259
0.07226135269746087,0.038490323794112914,0.5353179538956396,2025-04-10,0.037534734800898036,0.06804126380126128,0.07654489478940468,0.03547305243117573,0.09299103869526261,0.04330563869164536
0.07264080757937313,0.039393769361458615,0.5249996281312118,2025-04-10,0.03793872032272871,0.06776506002934221,0.08046005297988809,0.03589533241948328,0.09735151989431191,0.04351592407487894
0.0604011554797465,0.03728628724010707,0.6255052131923059,2025-04-12,0.03541239028689971,0.0643099028362438,0.054564616499328006,0.03658252912554754,0.050638289758650035,0.03526127435238063
0.061056453956545034,0.03763485467902059,0.6252040529913565,2025-04-12,0.035364800687932074,0.06462674799221096,0.05560126431256576,0.03625892379408198,0.04876381173595769,0.03545121024274037
0.0649452678367804,0.038622103670163506,0.5359271393355185,2025-04-15,0.0413129932929928,0.06457293287433827,0.07842088406488283,0.03748602027909005,0.09887970772181215,0.03979383601821919
0.06510592401558751,0.039055316780224406,0.5354905704286518,2025-04-15,0.041287539588934025,0.06471290908858185,0.08026900075793954,0.03739590410970132,0.09667251828063943,0.03997066144550478
0.0717123219555117,0.039281635424197,0.5177821470898546,2025-04-17,0.04205682153785288,0.060589722101677235,0.08554388410937268,0.03743754401766026,0.10423945944218187,0.04131647952852949
0.07146309207631737,0.03788984135064905,0.527268420334693,2025-04-17,0.041927703494856826,0.06235296751746278,0.08314135304941223,0.037045763648030444,0.09768676335333544,0.04118382540335668
0.07167356855256982,0.03921828627586075,0.5179800100553418,2025-04-17,0.04218407408326958,0.060765692123664915,0.08512059982258388,0.03742860633734315,0.10425131477757861,0.04133787344958171
0.07402754957537011,0.03852545672278248,0.5960158293790991,2025-04-17,0.034804714308752566,0.05345966280981973,0.06328558521891663,0.03863486698025306,0.0630077386433496,0.03819941668800137
0.07120445897978361,0.03792382260901387,0.529207623456201,2025-04-17,0.04197081629092875,0.06264155827013101,0.08252760352698198,0.036959367034200816,0.0963431271815218,0.0411820403085415
0.07433214937423639,0.03838250663134864,0.5962423803073333,2025-04-17,0.035049022623979374,0.05341758394544546,0.06366830200302204,0.03852203217327148,0.0622880972834374,0.03805921812424205
0.06979434236675022,0.039901087778530735,0.5836241388816578,2025-04-20,0.03791532624563486,0.06368911052398135,0.06887626850192474,0.03444441454618419,0.06340691233388188,0.03830936423181324
0.06833582059195333,0.04041511250140073,0.5888656419770776,2025-04-20,0.03795981785512572,0.06476559329726087,0.06762442963095873,0.03407011686568344,0.059807768965238726,0.03811730277112955
0.07499911577580316,0.037137099542215044,0.6536439741230727,2025-04-22,0.03219819731456416,0.040837060878254595,0.057732426669569306,0.037991598173068464,0.03358501217746405,0.03183876495522969
0.07635341715811138,0.03737421618304378,0.6462814856388553,2025-04-22,0.03290820690907935,0.04158793193996676,0.06060079835934611,0.038305576874552646,0.034754113131613716,0.031797058982539365
0.07916949447971422,0.03817972590006126,0.6358155544635355,2025-04-24,0.03095215195323084,0.04373464457409596,0.06320597283849388,0.03778152206126083,0.03945918117871677,0.03166378668269502
0.07990301528024069,0.038660600949975074,0.6349674163812233,2025-04-24,0.03074024685744672,0.04342476586406262,0.06431972501444694,0.03734074408305876,0.03872282917455531,0.03188296168703036
0.07051698378819635,0.0383663649379265,0.6037803239944795,2025-04-25,0.034481251863956106,0.05290736857245278,0.08211425424212862,0.03597307051047038,0.04637567038812362,0.03544696291389339
0.07014091562738609,0.03784949243247781,0.6066811120149267,2025-04-25,0.034254602326651916,0.05242076921088551,0.07852662374365293,0.03630170250764295,0.048353061326339666,0.0354332958478207
0.12000979648674459,0.05613157837417379,0.5519645378369271,2025-04-27,0.028070643576701578,0.036073439966244784,0.0819537245555074,0.03926299570351133,0.045568725024307456,0.04092586971262805
0.12346395067460937,0.05567892726496955,0.5432004470941074,2025-04-27,0.028330876562573316,0.03649995295647463,0.08606816514949629,0.03928290761789717,0.046237567447981145,0.04119830648331806
0.07614998963526666,0.03797989801463458,0.6437495132205789,2025-04-30,0.03101664359952219,0.04178004307716545,0.061060753876351626,0.03409613151764635,0.039314921372114724,0.03481502770737901
0.07784692402884955,0.038174201615886943,0.6384485150466651,2025-04-30,0.031365361267768406,0.0428996148272151,0.06323266314524877,0.033918743583724396,0.039345517086172656,0.034730476798497535
0.10655048872850258,0.04261868707336817,0.6097819039215363,2025-05-02,0.031951178975512605,0.03588786280551074,0.06629564910027984,0.035500794959852776,0.037324387967615495,0.03405111673065279
0.10797638587799334,0.04287714501382586,0.6067159803790204,2025-05-02,0.031926588157715714,0.036164287362065416,0.06772594386525818,0.03514183933370787,0.03729513767356732,0.03413930900744233
0.10136031734981286,0.042521798831119256,0.5697048517434757,2025-05-05,0.035525737179458144,0.044646722361062555,0.0874017401049877,0.034306147290478844,0.048086556835175535,0.03640734790525209
