RVI,date
0.803939612881707,2025-03-05
0.8576344585585951,2025-03-17
0.7782947485719613,2025-03-29
0.8487012831631926,2025-04-10
0.7576358625845275,2025-04-22
0.7818624673534132,2025-05-04
0.6530989067433889,2025-05-16
0.694212120255236,2025-05-28
0.49799637644292877,2025-06-09
0.5926148263442647,2025-06-21
0.6634909015792324,2025-07-03
0.6459625870624197,2025-07-15
0.6533703397419692,2025-07-27
0.7087057433292849,2025-08-08
0.8182784190217116,2025-08-20
0.7537781421298098,2025-09-01
0.8553982707975454,2025-09-13
0.6701207082950116,2025-09-25
0.6946641062271806,2025-10-07
0.7422490283924811,2025-10-19
0.7806387943190146,2025-10-31
0.6727030890182597,2025-11-12
0.6796830354037516,2025-11-24
0.7132582618151091,2025-12-06
0.8757166615116595,2025-12-18
0.848450213842924,2025-12-30
0.8089574474128731,2026-01-11
0.8010511217444682,2026-01-23
0.8342396998360615,2026-02-04
0.729861135115548,2026-02-16
