RVI,date
0.7507661525560037,2025-02-19
0.6334499967046587,2025-03-03
0.5091222301453913,2025-03-15
0.5293667666672348,2025-03-27
0.48443054083755116,2025-04-08
0.5543212834820415,2025-04-20
0.44316153516215795,2025-05-02
0.4724365998779006,2025-05-14
0.41349278847325466,2025-05-26
0.4656456088693602,2025-06-07
0.5432629898802794,2025-06-19
0.5030473975604415,2025-07-01
0.71113709440861,2025-07-13
0.7270345288418127,2025-07-25
0.670182175819826,2025-08-06
0.5854759855575492,2025-08-18
0.7693347798151582,2025-08-30
0.5251812166919363,2025-09-11
0.7012028274719445,2025-09-23
0.5158204878285297,2025-10-05
0.5375757933452188,2025-10-17
0.45789571729378997,2025-10-29
0.5412036185857921,2025-11-10
0.7070296711513312,2025-11-22
0.8792636747554452,2025-12-04
0.8274454312235352,2025-12-16
0.7740422837683508,2025-12-28
1.1345836955774031,2026-01-09
1.186449796274754,2026-01-21
0.9412775900996956,2026-02-02
0.8442444392197478,2026-02-14
