EVI,NDVI,date
0.3436106562369056,0.5487541359259859,2025-03-01
0.39870713419932985,0.628227352228425,2025-03-03
0.49063470329792586,0.6862960919815572,2025-03-08
0.5051002787970005,0.7215597803651943,2025-03-11
0.5422584168549375,0.7079457195587123,2025-03-15
0.5586916465052463,0.7220390464998484,2025-03-16
0.6252935627654644,0.8044730462954213,2025-03-21
0.7038169858662788,0.8062648499415271,2025-03-23
0.6604130082628857,0.770608318501952,2025-03-28
0.6010910794564299,0.7784877439800819,2025-03-28
0.6185103304326247,0.7123453419738677,2025-04-04
0.6408633646578157,0.8115449761984945,2025-04-05
0.5546858511894038,0.6727599013516433,2025-04-10
0.576607481521045,0.660266109117621,2025-04-12
0.5899454228103299,0.6618938398985634,2025-04-17
0.5280902416370465,0.6776671530320415,2025-04-17
0.5597589154637751,0.7142543667010324,2025-04-20
0.5176725235391291,0.6045803378470973,2025-04-22
0.44337750494220546,0.5640775118140614,2025-04-25
0.5337813655507605,0.6340859827848428,2025-04-27
0.4163491520842133,0.4933893915008943,2025-05-02
0.3925049128169535,0.5202136886518002,2025-05-05
0.36945572982880587,0.49727930928613306,2025-05-07
0.31675571170808275,0.39576712297695715,2025-05-10
0.1839600120758181,0.27404828988240165,2025-06-03
0.0315516272901064,0.05053342594939439,2025-06-06
0.36033922663714557,0.5330496372671519,2025-10-09
0.3534605160144,0.5179780106258796,2025-10-17
0.3843513498496517,0.43610220386882137,2025-10-19
0.1538368458456963,0.28965826044938325,2025-11-08
0.14475446330611963,0.28153583982367536,2025-11-10
0.15361826238389373,0.2762335555666939,2025-11-13
0.12235011719516578,0.26260488434341206,2025-11-16
0.11756063884676114,0.25421761376818763,2025-11-21
0.13604700303286232,0.25083497559000534,2025-11-23
0.10100286091003823,0.22068341091229166,2025-11-26
0.11966182204821926,0.2384690004460638,2025-11-28
0.12903107555877713,0.2239519385730113,2025-12-03
0.13600499250334966,0.293390569723657,2025-12-08
0.15552654614808273,0.3154623491339125,2025-12-13
0.13940414416007108,0.32613694881539373,2025-12-13
0.17876445658070608,0.3440511800094174,2025-12-18
0.18193901833527845,0.3515093885824936,2025-12-20
0.19681602097024087,0.35636713434069417,2025-12-23
0.22256744526736605,0.41033156629204093,2025-12-28
0.2226804609328735,0.4553620663132113,2025-12-31
0.29975510615243656,0.5297328749620648,2026-01-07
0.3548712042213368,0.5961426820448068,2026-01-15
0.3827949634221606,0.6203327085068334,2026-01-17
0.42253465956480785,0.7001462866736342,2026-01-22
0.41266200172099005,0.6928191923817514,2026-01-25
0.45154013194791537,0.7607979285426397,2026-01-30
0.48185691199107084,0.7212272429901063,2026-02-01
0.4848136217469421,0.692900648995903,2026-02-06
0.44898371320631525,0.7275982580127611,2026-02-09
0.464126082188596,0.6807879060372171,2026-02-14
0.47057877104249707,0.7081224557148436,2026-02-16
0.46289908777853067,0.6300025427125494,2026-02-21
