RVI,date
0.7037919902302607,2025-03-05
0.6954705351811871,2025-03-17
0.6867647551671252,2025-03-29
0.6451816614220942,2025-04-10
0.6086027468703226,2025-04-22
0.6210754755853477,2025-05-04
0.5481022399181937,2025-05-16
0.5951683238165154,2025-05-28
0.5465544092571831,2025-06-09
0.5437809677791682,2025-06-21
0.5464900904036113,2025-07-03
0.5539697045302787,2025-07-15
0.6096999280297022,2025-07-27
0.6421085883708433,2025-08-08
0.8477962213981147,2025-08-20
0.7479793907354467,2025-09-01
0.7300980731514048,2025-09-13
0.6773072867187672,2025-09-25
0.7068187240100735,2025-10-07
0.6858910362355811,2025-10-19
0.8081141678447629,2025-10-31
0.723495860994807,2025-11-12
0.7802493260320862,2025-11-24
0.7943994424717853,2025-12-06
0.7402784581889305,2025-12-18
0.7668401516839078,2025-12-30
0.7881044126047001,2026-01-11
0.765648883003562,2026-01-23
0.7809118045450788,2026-02-04
0.7685627737313292,2026-02-16
