RVI,date
0.807176605439199,2025-03-05
0.8581901562766763,2025-03-17
0.7202029932209577,2025-03-29
0.7421978224759881,2025-04-10
0.7824157870115234,2025-04-22
0.8065957212514984,2025-05-04
0.7287891973994165,2025-05-16
0.7360966049053063,2025-05-28
0.6932268914525812,2025-06-09
0.6982622957558813,2025-06-21
0.6771685794674154,2025-07-03
0.7233682427254721,2025-07-15
0.7911111075677166,2025-07-27
0.7744344369928933,2025-08-08
0.7530173205236992,2025-08-20
0.7306462860619746,2025-09-01
0.758912054425661,2025-09-13
0.86858968221464,2025-09-25
0.7803034462041172,2025-10-07
0.744848338677439,2025-10-19
0.8264331890152321,2025-10-31
0.7763723235447533,2025-11-12
0.7426262309002296,2025-11-24
0.7303960026707171,2025-12-06
0.7985046275461611,2025-12-18
0.7052905950379881,2025-12-30
0.7575498134913375,2026-01-11
0.7817345178585763,2026-01-23
0.7799196754046569,2026-02-04
0.8193275764893809,2026-02-16
