EVI,NDVI,date
0.3002203875580367,0.39604182173177455,2025-02-22
0.23156142048078182,0.2934032104619774,2025-03-04
0.182825196428748,0.25044037988046114,2025-03-09
0.17422207025168446,0.234991254140738,2025-03-14
0.15943199871091557,0.20844071735383346,2025-03-19
0.148784106540628,0.18509411471228743,2025-03-24
0.14898406274095843,0.1802483881307419,2025-03-29
0.14455336585537204,0.18116481659153913,2025-03-31
0.14749155155651253,0.1905640656057805,2025-04-03
0.12939054538500958,0.15831606614834762,2025-04-08
0.12144056012909558,0.14541434392660146,2025-04-13
0.12558882696630042,0.15780348885974738,2025-04-18
0.12038587605334007,0.14243906572073614,2025-04-20
0.14635430710617764,0.1739052308284221,2025-04-23
0.12821534671464507,0.1605399720665285,2025-04-28
0.1111096924976145,0.13337245507396242,2025-05-10
0.11896605212752354,0.13870958687558588,2025-05-18
0.11178361712065728,0.12850576122115012,2025-05-23
0.1040936234976896,0.11242885716850504,2025-05-30
0.10360005255466154,0.11354317379356078,2025-06-07
0.11331570238127092,0.12208429250060547,2025-06-12
0.11594522493211172,0.1381768974324181,2025-09-15
0.13675979673394092,0.16462186599221376,2025-09-25
0.148145685535305,0.18473552534384705,2025-10-10
0.11982532710194149,0.18110940273307108,2025-10-15
0.12279868757908059,0.18390863095264673,2025-10-17
0.13345480231796142,0.18813898258195846,2025-10-20
0.13097219865903922,0.20102264870503342,2025-10-25
0.17827980852487432,0.2683602775422052,2025-11-06
0.21875164014716822,0.28965108638315773,2025-11-09
0.2699454768407255,0.32955444078246265,2025-11-14
0.3311896141753068,0.3921924202278554,2025-11-19
0.3535874839354756,0.44267848320266323,2025-11-24
0.5294305223868216,0.6083879218822223,2025-12-04
0.6030845845658205,0.6513329047143539,2025-12-09
0.572696121345072,0.6793861677805687,2025-12-16
0.5834702367923641,0.6810950680232745,2025-12-19
0.5418474372994757,0.6563025739155395,2025-12-24
0.5540316606230284,0.6525979744101105,2025-12-29
0.523962926208726,0.6399961062274698,2026-01-13
0.5383247883797045,0.6282344133061687,2026-01-18
0.43331971317607093,0.5514101933644597,2026-02-07
0.29532178770943823,0.38890488191779615,2026-02-17
