RVI,date
0.8151708056545915,2025-02-19
0.6286765737467473,2025-03-03
0.5688893651642476,2025-03-15
0.6065569614832544,2025-03-27
0.5621994093178843,2025-04-08
0.5859510019946919,2025-04-20
0.5578936648443072,2025-05-02
0.4936627556148404,2025-05-14
0.3583223036213664,2025-05-26
0.4613273285545242,2025-06-07
0.4959201175835064,2025-06-19
0.39305996426185874,2025-07-01
0.8313580248592763,2025-07-13
0.7054091117587189,2025-07-25
0.5939226469690012,2025-08-06
0.8283205648946779,2025-08-18
0.8204389654309047,2025-08-30
0.6308957117831616,2025-09-11
0.8387343676363859,2025-09-23
0.7164627210577726,2025-10-05
0.618285795753103,2025-10-17
0.6409322987681125,2025-10-29
0.8025475834732066,2025-11-10
0.673681474664431,2025-11-22
0.6424399463067505,2025-12-04
0.8573145204422801,2025-12-16
0.9307342033285894,2025-12-28
0.7023107923467033,2026-01-09
0.7614546028799214,2026-01-21
0.7856990188747547,2026-02-02
1.0081223478587586,2026-02-14
