RVI,date
0.6284978994219962,2025-03-05
0.6672859245590781,2025-03-17
0.6715246588642515,2025-03-29
0.6445300582899093,2025-04-10
0.6928169543135948,2025-04-22
0.557195118499025,2025-05-04
0.47162437864348505,2025-05-16
0.5263261816119358,2025-05-28
0.47194154176064973,2025-06-09
0.4918594101837099,2025-06-21
0.48551271501733706,2025-07-03
0.5416930864537923,2025-07-15
0.5734136686248356,2025-07-27
0.6945126214407868,2025-08-08
0.7232718158214646,2025-08-20
0.7831983298735486,2025-09-01
0.7987490787210538,2025-09-13
0.7735474074734674,2025-09-25
0.765870701354895,2025-10-07
0.691898632201416,2025-10-19
0.7099556292141426,2025-10-31
0.5968366695827038,2025-11-12
0.6919877600071894,2025-11-24
0.6359564168971971,2025-12-06
0.6496942656067581,2025-12-18
0.6912782967794475,2025-12-30
0.6541202321850392,2026-01-11
0.7844308394060471,2026-01-23
0.6804538687304965,2026-02-04
0.6515169121038736,2026-02-16
