RVI,date
0.7638333400094842,2025-03-03
0.6345475123041951,2025-03-15
0.5466825897974281,2025-03-27
0.6461252316404879,2025-04-08
0.6040620086779183,2025-04-20
0.5762901091153404,2025-05-02
0.46014530428761863,2025-05-14
0.4456484729642132,2025-05-26
0.4640835949671033,2025-06-07
0.4461012149886005,2025-06-19
0.4392011352922617,2025-07-01
0.4642165080705494,2025-07-13
0.7581209329591038,2025-07-25
0.6810025523606507,2025-08-06
0.7520652590745994,2025-08-18
0.8174162582554226,2025-08-30
0.7823198124745631,2025-09-11
0.8004943338112726,2025-09-23
0.5992525131882267,2025-10-05
0.5098995735800701,2025-10-17
0.5695788953046693,2025-10-29
0.5111511814642499,2025-11-10
0.8353960136337176,2025-11-22
0.7567421163236661,2025-12-04
0.9453381350418896,2025-12-16
1.1091641711866815,2025-12-28
1.1535603102796852,2026-01-09
1.1358074036410604,2026-01-21
1.1612710188772541,2026-02-02
1.0533791441331932,2026-02-14
