RVI,date
0.7801091451802252,2025-03-05
0.6593441284037269,2025-03-17
0.7835923403768662,2025-03-29
0.7897797340341021,2025-04-10
0.64906042356236,2025-04-22
0.7811888859404102,2025-05-04
0.6995187708346159,2025-05-16
0.9220848186662395,2025-05-28
0.7213804319449932,2025-06-09
0.7813070684279207,2025-06-21
1.050725153026331,2025-07-03
0.6885569171205053,2025-07-15
0.888301391208601,2025-07-27
0.8911595631791397,2025-08-08
1.0050845566928903,2025-08-20
0.926133322857987,2025-09-01
0.702733017132279,2025-09-13
1.0859737487070027,2025-09-25
0.9445330444734571,2025-10-07
1.031496393798055,2025-10-19
0.8644329608888498,2025-10-31
1.0016714487757319,2025-11-12
0.9023371609273554,2025-11-24
0.8508277044988334,2025-12-06
0.8149921063506717,2025-12-18
0.8880786469875177,2025-12-30
0.6931738704713475,2026-01-11
0.9855307038601682,2026-01-23
0.7196925637710931,2026-02-04
0.5488827687681949,2026-02-16
