RVI,date
0.6901637071494052,2025-03-05
0.8002361264336769,2025-03-17
0.7877283648371544,2025-03-29
0.7884692772613162,2025-04-10
0.9185747478612457,2025-04-22
0.7975771994328301,2025-05-04
0.5920122221436175,2025-05-16
0.6124239536990118,2025-05-28
0.6024201407973033,2025-06-09
0.6214507979813509,2025-06-21
0.8137745298481937,2025-07-03
0.7047835657606436,2025-07-15
0.8248826600991476,2025-07-27
0.8635758690422045,2025-08-08
0.9551450237297101,2025-08-20
0.872367296745555,2025-09-01
0.6802360289993185,2025-09-13
0.8072615542803698,2025-09-25
0.8538878652349549,2025-10-07
0.7389484181044433,2025-10-19
0.8966347130048018,2025-10-31
0.7159805976387918,2025-11-12
0.6965984754612189,2025-11-24
0.8811979161522029,2025-12-06
0.7859018587583543,2025-12-18
0.7551239446946022,2025-12-30
0.7724916173694243,2026-01-11
0.5785935892212046,2026-01-23
0.6959111363792939,2026-02-04
0.5957229924201658,2026-02-16
