EVI,NDVI,date
0.12068335386318028,0.22603877320915144,2025-02-26
0.12021396169007528,0.22149982925798187,2025-02-26
0.11741900033233432,0.21933017541533303,2025-03-03
0.11778559245353833,0.22297195092718392,2025-03-03
0.11881190130857838,0.21015477499043855,2025-03-08
0.11883318970405124,0.2109807668525245,2025-03-08
0.11406433759830076,0.21194104141373912,2025-03-13
0.11452318570879755,0.21032664176061472,2025-03-13
0.10743446414387309,0.19556426548536343,2025-03-15
0.10709123719542935,0.19334781653571703,2025-03-15
0.11397876387990101,0.20315379497673403,2025-03-18
0.11409198530536407,0.2043851355323367,2025-03-18
0.11370810556138373,0.17319074835493511,2025-03-23
0.12140518692832862,0.17819223414030724,2025-03-23
0.11722402988958934,0.21758571759306095,2025-03-28
0.11704715778411239,0.21603945052520465,2025-03-28
0.10840755308636935,0.19560457731479797,2025-04-04
0.10868576503659368,0.19648553500150925,2025-04-04
0.11802866906459718,0.22007201471214016,2025-04-07
0.11855089220862208,0.2232208091440242,2025-04-07
0.11531103857773901,0.18333107986423997,2025-04-12
0.11528426600267637,0.1834276273108976,2025-04-12
0.10404886521110936,0.1889334564285171,2025-04-17
0.10385226693000846,0.18768064596041942,2025-04-17
0.09538679686836168,0.17038216723026856,2025-04-22
0.09552820821092861,0.17145775511349198,2025-04-22
0.09545005226577774,0.17207817881667514,2025-04-24
0.095647363223586,0.17271893064070495,2025-04-24
0.10613306565951691,0.21991599648502705,2025-04-27
0.10542603613218743,0.21419736174400325,2025-04-27
0.09644789582699687,0.17183521212338168,2025-05-02
0.09644566471528125,0.1731109698905011,2025-05-02
0.1012656319154422,0.192468276788317,2025-05-07
0.10125487525409883,0.19247719431944182,2025-05-07
0.16965064844379707,0.29962640696277076,2025-06-01
0.1697244527791361,0.30018490817816434,2025-06-01
0.17232017254881515,0.2978949535576514,2025-06-03
0.1725036387601559,0.2980158604272596,2025-06-03
0.18937199266286175,0.30822963703839124,2025-06-06
0.1894424910837261,0.31048477125214696,2025-06-06
0.5052907135732594,0.7037550574330813,2025-10-09
0.5060708565426544,0.7013126638372539,2025-10-09
0.4576318548240171,0.6196127501645398,2025-10-19
0.4608340432104534,0.6093610900062214,2025-10-19
0.3657358890386475,0.5563785630596157,2025-11-08
0.36569541894642826,0.554695796887299,2025-11-08
0.3600599195934736,0.5552893267003289,2025-11-10
0.35990960904448116,0.555867378801419,2025-11-10
0.350943341009888,0.5393617158325047,2025-11-13
0.3510232402580315,0.5402751232883359,2025-11-13
0.3198821253793392,0.5077823059452806,2025-11-18
0.3198743295467257,0.5068994628638107,2025-11-18
0.2872101676808316,0.4682523048481906,2025-11-23
0.2876110870818656,0.46660043014293207,2025-11-23
0.27226983216692724,0.4565516380866838,2025-11-28
0.2728641711733227,0.4568189670491901,2025-11-28
0.2655519319129909,0.4293543098235149,2025-12-03
0.2671341505310849,0.42363909905804364,2025-12-03
0.24818118073870143,0.42252234308524483,2025-12-08
0.2476123095777533,0.4247037256382389,2025-12-08
0.23700857285121546,0.4121820049562667,2025-12-13
0.23728692302904683,0.4114172335542115,2025-12-13
0.231933678247985,0.4046656988255757,2025-12-18
0.23178190343258553,0.40383513258218895,2025-12-18
0.22422000812532433,0.4003170698338311,2025-12-20
0.2245550581810915,0.3998070254055116,2025-12-20
0.21986499528558567,0.3812161318483957,2025-12-23
0.2196963203241352,0.38100862310324807,2025-12-23
0.20906761666833237,0.36987812091591943,2025-12-28
0.20920274073566625,0.3671042123676916,2025-12-28
0.19001696264594234,0.34131578615268793,2026-01-07
0.18997844964588986,0.33647121886374737,2026-01-07
0.18612748862374867,0.32558967064559957,2026-01-09
0.18648265594224742,0.32170828610836255,2026-01-09
0.17952269063298074,0.31909193511420214,2026-01-17
0.17942154539583866,0.31565630927690785,2026-01-17
0.1859457768936276,0.33498740765590296,2026-01-22
0.1856734629541133,0.3369917872396152,2026-01-22
0.1627880910397614,0.29055142192518113,2026-01-27
0.16336883523889342,0.29216594021550335,2026-01-27
0.17027129047406514,0.260342205868652,2026-02-01
0.17052595994022546,0.25836568028078877,2026-02-01
0.16029060725330474,0.27760532554821193,2026-02-06
0.16021845625764103,0.27785234039347906,2026-02-06
0.15562854057654069,0.2643978246034802,2026-02-11
0.15563333905996501,0.2669863698393301,2026-02-11
0.15098579801756778,0.2659424253413156,2026-02-16
0.15133827521479154,0.2610399555737785,2026-02-16
0.14539737295530045,0.2343758066475295,2026-02-21
0.14531818875676822,0.23311702950212707,2026-02-21
