EVI,NDVI,date
0.14438417142263102,0.1948348427831201,2025-02-22
0.15241527470763674,0.19331609251719475,2025-03-04
0.12702746705399723,0.1720979261145728,2025-03-09
0.1303968005220753,0.17341348820588356,2025-03-14
0.1378753630445933,0.17620756514224034,2025-03-19
0.139982892609649,0.17234216645065736,2025-03-24
0.14819013921874002,0.17594584588564313,2025-03-29
0.14189547946980685,0.1762897360131306,2025-03-31
0.1410294702346325,0.18230639388519923,2025-04-03
0.12654084871615034,0.1540999057383943,2025-04-08
0.12207760638888286,0.14498459159697455,2025-04-13
0.1286222329479903,0.15957235488153326,2025-04-18
0.12092468150662616,0.14146629847647813,2025-04-20
0.1479272159121967,0.17473925282957858,2025-04-23
0.12946605440055084,0.16285265562389822,2025-04-28
0.10423269036154623,0.1323535088589151,2025-05-10
0.10267789342214864,0.11771523263688767,2025-05-18
0.09587228586701362,0.10807385422821636,2025-05-23
0.09058406244047654,0.09775235691131758,2025-05-30
0.08661420827258726,0.09423098354919443,2025-06-07
0.09806887959902019,0.10516590692920844,2025-06-12
0.1396610414983393,0.1751901823308168,2025-09-15
0.14686708615454616,0.18867710218576428,2025-09-25
0.17121731303776913,0.20863989344743203,2025-10-10
0.16836133050958405,0.22153337720431765,2025-10-15
0.16959974668257996,0.22351401565861215,2025-10-17
0.17877231503366184,0.2235938142142613,2025-10-20
0.170805132262771,0.22689653702114698,2025-10-25
0.1809739780399078,0.25873056629701674,2025-11-06
0.18741484544461434,0.24450618504120034,2025-11-09
0.19747473239289723,0.24758958436517237,2025-11-14
0.21638380563321286,0.26218864664156494,2025-11-19
0.22679523563847312,0.2732092566001084,2025-11-24
0.24787695395312,0.3203759528737977,2025-12-04
0.2505391950861466,0.30745758183731164,2025-12-09
0.2429748695008817,0.31138706019503576,2025-12-16
0.23630052492584672,0.2944330930938387,2025-12-19
0.24393903345899243,0.3107921491953733,2025-12-24
0.22836784597846424,0.28548885587841355,2025-12-29
0.21594212614741107,0.28162792289736044,2026-01-13
0.2243700112546224,0.2866096846750325,2026-01-18
0.1895308440384903,0.24298413032163535,2026-02-07
0.18502348639008634,0.23327197091161772,2026-02-17
