RVI,date
1.251527618445238,2025-03-03
0.9817081739948262,2025-03-15
0.553627983027416,2025-03-27
0.7120505059241344,2025-04-08
0.7150847657982959,2025-04-20
0.6288330957091194,2025-05-02
0.39337018490052145,2025-05-14
0.4728761732735899,2025-05-26
0.4461584327375161,2025-06-07
0.4333633211983715,2025-06-19
0.4181791656168315,2025-07-01
0.7156661700957467,2025-07-13
0.9036384840683435,2025-07-25
0.7083377504086429,2025-08-06
0.787127298406056,2025-08-18
0.9580879370659985,2025-08-30
0.9943104734419143,2025-09-11
1.0222313652743271,2025-09-23
0.6097910312608804,2025-10-05
0.5869227827114254,2025-10-17
0.6999485013138238,2025-10-29
0.7222320981023217,2025-11-10
0.6925977753114271,2025-11-22
0.8534815894756234,2025-12-04
1.24588817306876,2025-12-16
1.1816822256967714,2025-12-28
1.3978092357871053,2026-01-09
1.349084014288484,2026-01-21
1.2864167729880096,2026-02-02
1.1584318215269747,2026-02-14
