EVI,NDVI,date
0.21100322366332472,0.2799385557158229,2025-02-22
0.2292255742422255,0.2861593425360596,2025-03-04
0.18186053732741364,0.24778313908621524,2025-03-09
0.1698753030313675,0.22764843530751264,2025-03-14
0.15388807874451288,0.19816057151737,2025-03-19
0.14207020839206674,0.17459167392944816,2025-03-24
0.13999883958299233,0.16834551634665762,2025-03-29
0.13596063203371586,0.16952976379716483,2025-03-31
0.13658303624610485,0.1765402387236719,2025-04-03
0.11877347707689127,0.1444298318863769,2025-04-08
0.11368270440439343,0.13602783092790688,2025-04-13
0.11554617452696313,0.14392684768019764,2025-04-18
0.11182720337864042,0.13158264335122405,2025-04-20
0.13353211893734007,0.15876528939185133,2025-04-23
0.12025418841764948,0.1506131878363026,2025-04-28
0.08565740138666916,0.1023533330140308,2025-05-10
0.08009872370920654,0.08996390756822512,2025-05-18
0.07186032812469155,0.07967611464025869,2025-05-23
0.07027154237199221,0.07356763481913817,2025-05-30
0.06190764898505351,0.06336296949563966,2025-06-07
0.07774660812226539,0.07965992510837698,2025-06-12
0.07411347244093572,0.07541483740134598,2025-09-15
0.08412136681395208,0.08799981769692926,2025-09-25
0.1256214385334311,0.12839524892366966,2025-10-10
0.11335222778291029,0.1415463601395888,2025-10-15
0.10880385757527682,0.1368773553640388,2025-10-17
0.11980340837786468,0.14688715735396593,2025-10-20
0.11160303499348803,0.14195794894067962,2025-10-25
0.1333841131220067,0.1833270430603937,2025-11-06
0.1514668119037904,0.18530231159085714,2025-11-09
0.17241244183889523,0.19354023043043492,2025-11-14
0.19802529663045665,0.21842613230332844,2025-11-19
0.2086941019511893,0.2539626913306752,2025-11-24
0.3203521454669836,0.3685379054291869,2025-12-04
0.34389979698017553,0.37151042171931536,2025-12-09
0.32587581681043765,0.4024861569568398,2025-12-16
0.33952519115128155,0.4073812434366165,2025-12-19
0.3233515290021857,0.3915033522502807,2025-12-24
0.3539748942058544,0.4088674509328745,2025-12-29
0.31870831029289565,0.3833345920759348,2026-01-13
0.3507988655773165,0.4091363444665794,2026-01-18
0.2677653254028685,0.32264457830030185,2026-02-07
0.22081062856561268,0.2707386872521399,2026-02-17
