EVI,NDVI,date,RVI,bare,built,crops,flooded_vegetation,grass,shrub_and_scrub,snow_and_ice,trees,water
0.2887007364033909,0.4291447527364583,2025-02-22,,0.04232855669606265,0.04110075296834245,0.14387406287041427,0.055998379930713,0.03729664739200584,0.1938324792879644,0.058752724125453584,0.3965721181663786,0.030203150244038645
,,2025-03-03,1.0860717322389732,,,,,,,,,
0.23921204198781135,0.33860198427892724,2025-03-04,,0.057942828373458835,0.04532710688431593,0.19442356827856003,0.036679071107368406,0.03860251394495494,0.3132470833618555,0.055898369983891444,0.2289910165980169,0.028847025997076153
0.17720054206767374,0.26414940355245575,2025-03-09,,0.08975455673754683,0.05149007719268166,0.1769838302343791,0.03687552696496956,0.03702056725025295,0.3806697169733247,0.05326538883856631,0.14478905464650124,0.02910954352433578
0.18562174351526628,0.2651135074174355,2025-03-14,,0.08845307539289937,0.05292348249631722,0.2427743089694656,0.036166277909769874,0.03350193880184196,0.30632855273937293,0.06250601648989294,0.14364495833058552,0.03365825077809737
,,2025-03-15,0.6261419185313213,,,,,,,,,
0.189419223504626,0.25874602849753214,2025-03-19,,0.08476462003308106,0.048344641416473176,0.1543926330967434,0.037173452660067746,0.03433661102265061,0.383971980380767,0.06295255207311591,0.16608459176683096,0.027937497520970044
0.20186439525604716,0.2624425373890431,2025-03-24,,0.09507714389846271,0.04807595249175332,0.18863483052615407,0.03509648749673434,0.035769023568000144,0.35814909397809597,0.06590415621986659,0.14402831768928165,0.02922310941850755
,,2025-03-27,0.4973501673780286,,,,,,,,,
0.2140756583575778,0.2749480521711317,2025-03-29,,0.13093565896485532,0.04361789739098443,0.14637032751867715,0.03854529336220031,0.04093211365967837,0.4187555376582765,0.06000940461913069,0.09521097215993986,0.02558432924942419
0.20939252629907806,0.2760549281669327,2025-03-31,,0.10308959310205823,0.04378458324052414,0.17126315634095624,0.035608584368950195,0.038095832556036435,0.4099297971119255,0.05954767781323372,0.11226808181969883,0.02637259942426683
0.20545678267816125,0.27376988376417627,2025-04-03,,0.08131207887600793,0.05423214192154985,0.4089758119213089,0.03184697831574765,0.03903242748769956,0.21524097293677658,0.05614876520194682,0.07946863885655177,0.033702622157273404
0.18635035256014443,0.2412035986956317,2025-04-08,0.46514742883499394,0.144491532546815,0.051364897925028886,0.14278402035989113,0.03780899746645053,0.037238142835690546,0.42724063898588205,0.057715780336772875,0.07487219552849067,0.02644319384099635
0.17931973779352406,0.22129379654794692,2025-04-13,,0.14603985504737307,0.047245236079093485,0.21324407085889785,0.03396847929174884,0.033253146229752416,0.3706493693763061,0.05876384539854202,0.0672620795623159,0.02953088072585519
0.186501040230641,0.24200162050232996,2025-04-18,,0.13100635166953575,0.04259404424511813,0.17949740457011015,0.03749776330065219,0.04744679148032207,0.4193835726730526,0.0557433888838948,0.05970792507331462,0.027081416434352225
0.1676096270839917,0.20209934929722065,2025-04-20,0.5166674120256042,0.22448940075347745,0.04142395024058536,0.20923148250822604,0.03604679899281167,0.04193941265560698,0.33240449742758377,0.04887899938954204,0.03426899723539274,0.03127622940994731
