RVI,date
0.9132087992814368,2025-02-19
0.8889125246790832,2025-03-03
0.8504347749578304,2025-03-15
0.9232490430801564,2025-03-27
1.043264468354451,2025-04-08
0.6854645562689613,2025-04-20
1.1780427753963303,2025-05-02
1.1559285346997124,2025-05-14
0.5895165898681317,2025-05-26
0.5547611919195062,2025-06-07
0.7396767458241522,2025-06-19
0.6097779070051211,2025-07-01
0.669868536294163,2025-07-13
0.7302202060777474,2025-07-25
0.8947339155939472,2025-08-06
0.7400357682067662,2025-08-18
0.9626670003779817,2025-08-30
1.1300079339478384,2025-09-11
0.8233643618045577,2025-09-23
0.6984495740345227,2025-10-05
0.8473928078877446,2025-10-17
0.6402110572347333,2025-10-29
0.7082272896308529,2025-11-10
0.5961282355672789,2025-11-22
0.8819761200689322,2025-12-04
0.8692045718949167,2025-12-16
0.837880622324689,2025-12-28
0.9998866495355917,2026-01-09
0.7611608338575376,2026-01-21
1.06237214289121,2026-02-02
0.9412546238494603,2026-02-14
