EVI,NDVI,date
0.22565636023109642,0.3630959457214481,2025-02-26
0.2286270009134697,0.38446584476021517,2025-03-01
0.23693383501410825,0.3911445597753159,2025-03-06
0.2489980889482473,0.3822690467966601,2025-03-08
0.2540686565392552,0.3750198625575197,2025-03-13
0.24233986175315142,0.36439403810722515,2025-03-15
0.26656684984496865,0.37697850953134815,2025-03-18
0.3429549127181088,0.6838856032197861,2025-03-21
0.24762301889272031,0.3837687782914261,2025-03-26
0.2595752586902749,0.3802822872574272,2025-03-28
0.23533890440532024,0.37230556267230563,2025-03-31
0.23440558900498704,0.3508960662980324,2025-04-04
0.24810720414781265,0.37451686051086597,2025-04-07
0.2107907026741022,0.3732740086167297,2025-04-10
0.19556806260717347,0.3308356595421068,2025-04-15
0.21111710654552052,0.30787844884925036,2025-04-17
0.1836638939837306,0.3054342360511,2025-04-17
0.19600218704148906,0.3317871462207046,2025-04-20
0.18854242460097126,0.27560912413503985,2025-04-24
0.16707758086852875,0.26206449469569815,2025-04-25
0.15442938008232573,0.25261496335325795,2025-04-30
0.15284715270286608,0.22949696906690906,2025-05-02
0.12699397559866646,0.19914713333559683,2025-05-07
0.10950055498468227,0.20271169413011753,2025-05-07
0.13924291644124623,0.2458491454017058,2025-06-01
0.12648701092119985,0.2097939953732817,2025-06-03
0.315165652957826,0.4516685769773725,2025-09-07
0.4033528233518689,0.5714074480502759,2025-10-09
0.34804640482784827,0.5172425497924558,2025-10-17
0.43929555978513823,0.6330482509585287,2025-11-06
0.4719837305041902,0.6239151146281146,2025-11-08
0.37983190106407405,0.5705551971799443,2025-11-11
0.4153481855012201,0.5459870703183952,2025-11-13
0.4087307392867538,0.5367485954965773,2025-11-18
0.35790987448933487,0.5415670404607337,2025-11-21
0.34028243230314886,0.5374862253732436,2025-11-23
0.36008273837973176,0.5304214185452024,2025-11-26
0.3283899496371598,0.5094552615039335,2025-12-01
0.3624725483923322,0.4702819994541255,2025-12-03
0.3113047944521203,0.5428784694152828,2025-12-11
0.3283910974784427,0.5057224713791004,2025-12-13
0.30771320592214924,0.4565186823437725,2025-12-16
0.3223057007981024,0.5076612436224727,2025-12-18
0.2984634929053358,0.5190997479891962,2025-12-21
0.2771829988841251,0.5020614666383753,2025-12-26
0.3005732145994002,0.5056038034866421,2025-12-28
0.25705315019391795,0.5064134969932423,2026-01-05
0.27372542602349803,0.4566490450302253,2026-01-07
0.24691040254810037,0.4779160597840304,2026-01-10
0.26941722818161346,0.4553982853216646,2026-01-15
0.2797320588867816,0.44399590014428,2026-01-20
0.32655548196300294,0.5216266052578129,2026-01-22
0.31986455079653303,0.5501916747135042,2026-01-27
0.31877777825938114,0.5670243369222061,2026-01-30
0.3432317253610122,0.4347043830735604,2026-02-04
0.3880189864661351,0.5617554453976671,2026-02-06
0.4052785507055853,0.6053703496794095,2026-02-11
0.38695470324196396,0.5780433171632852,2026-02-14
0.3863668507773836,0.5916837722700349,2026-02-19
0.40453440017438713,0.5348304359404792,2026-02-21
