EVI,NDVI,date,RVI,bare,built,crops,flooded_vegetation,grass,shrub_and_scrub,snow_and_ice,trees,water
0.3430893537630026,0.5441555391797963,2025-02-24,,0.03874154444646882,0.0382801009191194,0.3551010932857455,0.03694530590185799,0.1131061316010746,0.15038869252440698,0.0395798536601948,0.1907452692106617,0.037071346264495396
0.3430893537630026,0.5441555391797963,2025-02-24,,0.037694120572433015,0.03757054370142675,0.3435401170572186,0.036966103877500114,0.10571158751943147,0.1642492848887828,0.03981824874268979,0.1977026783598273,0.036705746183521966
0.34526669582164043,0.5486047251160298,2025-02-24,,0.03874154444646882,0.0382801009191194,0.3551010932857455,0.03694530590185799,0.1131061316010746,0.15038869252440698,0.0395798536601948,0.1907452692106617,0.037071346264495396
0.34526669582164043,0.5486047251160298,2025-02-24,,0.037694120572433015,0.03757054370142675,0.3435401170572186,0.036966103877500114,0.10571158751943147,0.1642492848887828,0.03981824874268979,0.1977026783598273,0.036705746183521966
0.3924254871272847,0.5611171216098464,2025-02-26,,0.03566768285870778,0.04932721292516693,0.558569545423978,0.03875693678881369,0.06077412939650995,0.100785972937833,0.04072578707437154,0.08381302940148577,0.031540439153379916
0.3924254871272847,0.5611171216098464,2025-02-26,,0.035506030890718944,0.05245014390117013,0.5351342549431609,0.03906822682311298,0.060514550928224324,0.11575936073404312,0.0405739439857459,0.08973148103983308,0.031222852658092538
0.3914485701807403,0.5507114143009488,2025-02-26,,0.03566768285870778,0.04932721292516693,0.558569545423978,0.03875693678881369,0.06077412939650995,0.100785972937833,0.04072578707437154,0.08381302940148577,0.031540439153379916
0.3914485701807403,0.5507114143009488,2025-02-26,,0.035506030890718944,0.05245014390117013,0.5351342549431609,0.03906822682311298,0.060514550928224324,0.11575936073404312,0.0405739439857459,0.08973148103983308,0.031222852658092538
0.3795563037007815,0.5572481767001437,2025-03-01,,0.043414577516015664,0.0513149003235485,0.38848083757813967,0.04814168575667156,0.06416990096555406,0.11769923337905909,0.044915607178256545,0.20346613325251228,0.03835641168923728
0.3795563037007815,0.5572481767001437,2025-03-01,,0.04356210073382013,0.05314561015181371,0.37490035197818644,0.04914706356128382,0.06519959784444905,0.12477413524199756,0.04506001723309949,0.20602972524400973,0.03814000415253256
0.3814507845526764,0.5649857160532296,2025-03-01,,0.043414577516015664,0.0513149003235485,0.38848083757813967,0.04814168575667156,0.06416990096555406,0.11769923337905909,0.044915607178256545,0.20346613325251228,0.03835641168923728
0.3814507845526764,0.5649857160532296,2025-03-01,,0.04356210073382013,0.05314561015181371,0.37490035197818644,0.04914706356128382,0.06519959784444905,0.12477413524199756,0.04506001723309949,0.20602972524400973,0.03814000415253256
0.4090171352410739,0.5968788933001741,2025-03-03,,0.03797273355604779,0.04938740308914342,0.4380622189362892,0.036976087257925526,0.1087798516450091,0.12368498971488004,0.043266533051025124,0.13052440408818247,0.03130424839740885
0.4090171352410739,0.5968788933001741,2025-03-03,,0.036899779548133234,0.04909078556276392,0.46283099872872485,0.03778756601042157,0.11230640050043078,0.11955733058095538,0.04235722622648502,0.10751706936708962,0.031612563480438345
0.4058367885075201,0.5852752297299989,2025-03-03,,0.03797273355604779,0.04938740308914342,0.4380622189362892,0.036976087257925526,0.1087798516450091,0.12368498971488004,0.043266533051025124,0.13052440408818247,0.03130424839740885
0.4058367885075201,0.5852752297299989,2025-03-03,,0.036899779548133234,0.04909078556276392,0.46283099872872485,0.03778756601042157,0.11230640050043078,0.11955733058095538,0.04235722622648502,0.10751706936708962,0.031612563480438345
,,2025-03-05,0.803939612881707,,,,,,,,,
