EVI,NDVI,date
0.12997045458643589,0.19986142054452344,2025-03-01
0.13455576839092556,0.20172993073761142,2025-03-03
0.14297526228208365,0.20546157577440646,2025-03-08
0.12932710080196613,0.19677997599717675,2025-03-11
0.13169682630929438,0.20085506830960426,2025-03-15
0.13527951751206277,0.20968237431086295,2025-03-16
0.13335583654476182,0.20940656070184,2025-03-21
0.13415276498161782,0.21499228914238347,2025-03-23
0.1402432493889613,0.21559372124795004,2025-03-28
0.12422713677366647,0.21123824197815305,2025-03-28
0.15928801326957162,0.23154562284182756,2025-04-04
0.1383115567934721,0.22753180944861015,2025-04-05
0.13539497021524508,0.20972294493199206,2025-04-10
0.11008911930377584,0.17840218078816938,2025-04-12
0.1476664815517303,0.21051102682479012,2025-04-17
0.12740170810416346,0.202863306657295,2025-04-17
0.13639513584002222,0.21572774687337107,2025-04-20
0.14305087149827536,0.20033048965335892,2025-04-22
0.13583622903279904,0.20590635350081682,2025-04-25
0.15516045962322528,0.22710267676046905,2025-04-27
0.14243730609777044,0.20030225361758014,2025-05-02
0.13759850306409702,0.2146224933810229,2025-05-05
0.13595137569501245,0.2206681982214146,2025-05-07
0.1402172579911175,0.19634095690449407,2025-05-10
0.2602690985315505,0.3490232384353936,2025-06-03
0.45042945696219194,0.5927253242164875,2025-10-09
0.4364804314449483,0.5957023249703612,2025-10-17
0.458864730360596,0.5137266559104658,2025-10-19
0.38738155793078866,0.536555104933741,2025-11-08
0.3770248522797946,0.5344864207044657,2025-11-10
0.37781121948765756,0.5153199100406398,2025-11-13
0.3370028664563728,0.5099929476297425,2025-11-16
0.3118169333061985,0.48122111177939664,2025-11-21
0.3220387303564743,0.4655153357348014,2025-11-23
0.2815395001171822,0.43341931513192744,2025-11-26
0.29307838848572576,0.42589998806782015,2025-11-28
0.28866000504747075,0.39030741044337647,2025-12-03
0.2570392495271098,0.41381941583199644,2025-12-08
0.25139988257810975,0.3991784339424635,2025-12-13
0.22680703312250786,0.39780264139090993,2025-12-13
0.2424929301824715,0.38966216874752946,2025-12-18
0.23650612657120715,0.3788734341252621,2025-12-20
0.23376098862036335,0.36133580646038493,2025-12-23
0.21915538400770124,0.35594260936670913,2025-12-28
0.19856667221213678,0.3487588591525718,2025-12-31
0.20431957819208005,0.3304178073707575,2026-01-07
0.18154965200934103,0.29299386092324675,2026-01-15
0.19229055310993307,0.3123992702135875,2026-01-17
0.19841972929201693,0.3257374269812216,2026-01-22
0.17588494416510747,0.30271579315985847,2026-01-25
0.1691281484001612,0.289347942679935,2026-01-30
0.18482020745422117,0.28503122949255033,2026-02-01
0.1773099298168211,0.27715479294947304,2026-02-06
0.1617499725992015,0.2754521993435833,2026-02-09
0.16828444671203766,0.2614574381979985,2026-02-14
0.16718602547018607,0.2647845899586809,2026-02-16
0.16714015920175665,0.24689278393000302,2026-02-21
0.10296681672796967,0.20138731215002267,2026-02-24
