EVI,NDVI,date,RVI,bare,built,crops,flooded_vegetation,grass,shrub_and_scrub,snow_and_ice,trees,water
0.12997045458643589,0.19986142054452344,2025-03-01,,0.0776644580173515,0.035015082486979765,0.23026984742083556,0.03169394284055532,0.07308156424976603,0.35117236820823045,0.057217480325938104,0.10840927749042709,0.03543472524857712
0.13455576839092556,0.20172993073761142,2025-03-03,,,,,,,,,,
,,2025-03-05,0.6743307230307901,,,,,,,,,
,,2025-03-06,,0.16730171840809002,0.03160383676341859,0.23725019230907374,0.027435227706703192,0.09825468284592447,0.3126139354594307,0.03904732044502251,0.05124118514292183,0.03521090599516637
0.14297526228208365,0.20546157577440646,2025-03-08,,,,,,,,,,
0.12932710080196613,0.19677997599717675,2025-03-11,,0.08326412145606911,0.034690153447732096,0.20947187335121364,0.031950031025842436,0.07530069679683299,0.3861794903366279,0.05405294610622357,0.09157881422389014,0.03347042330333379
0.13169682630929438,0.20085506830960426,2025-03-15,,0.12039195176230345,0.03824038331077764,0.39053884924549015,0.035330037726752264,0.08927827363926101,0.18732423749573976,0.05814100079933135,0.03898532326169263,0.041728397705970664
0.13527951751206277,0.20968237431086295,2025-03-16,,,,,,,,,,
,,2025-03-17,0.7152934615906918,,,,,,,,,
,,2025-03-18,,0.09708628407538869,0.03383197469008331,0.4064421639639753,0.031227862498226237,0.07164640245870936,0.23083337768426027,0.05196465974219084,0.04432905291206995,0.03259763037059742
0.13335583654476182,0.20940656070184,2025-03-21,,,,,,,,,,
0.13415276498161782,0.21499228914238347,2025-03-23,,,,,,,,,,
0.1402432493889613,0.21559372124795004,2025-03-28,,0.09749191541058681,0.032494482252017474,0.4803190908638049,0.0313741129705459,0.06895188378886082,0.15439023060547413,0.055929345123724584,0.040398206428775216,0.03861046623056021
0.12422713677366647,0.21123824197815305,2025-03-28,,0.09749191541058681,0.032494482252017474,0.4803190908638049,0.0313741129705459,0.06895188378886082,0.15439023060547413,0.055929345123724584,0.040398206428775216,0.03861046623056021
,,2025-03-29,0.6893405631595279,,,,,,,,,
,,2025-03-31,,0.10827961008581924,0.03766325160585162,0.45930711578326855,0.03806067593414635,0.055726800540958056,0.14379724722459147,0.06003621015975425,0.043202528898364755,0.053885591105360925
0.15928801326957162,0.23154562284182756,2025-04-04,,,,,,,,,,
0.1383115567934721,0.22753180944861015,2025-04-05,,0.09699636909235443,0.03467567071516103,0.2727381191682124,0.03722811137905856,0.1991496602012074,0.22649406079958131,0.05173538393762631,0.042940416449422474,0.03800016920786172
0.13539497021524508,0.20972294493199206,2025-04-10,0.7069026950196919,0.09181345230612513,0.035125793245932006,0.288582392453623,0.03158056011409896,0.07046117263883643,0.32145810778879014,0.05498641796365147,0.06814750068222895,0.03780323300646176
0.11008911930377584,0.17840218078816938,2025-04-12,,,,,,,,,,
,,2025-04-15,,0.08831699969279785,0.031374279848592916,0.18401657636279423,0.034615873020916996,0.14001006322771045,0.37026663445688196,0.051615993934006385,0.06601381538191892,0.03372881270128236
0.1476664815517303,0.21051102682479012,2025-04-17,,0.08822612967702245,0.034790751305877346,0.23006521125821033,0.032496621213431415,0.07192706920585838,0.3712226009388579,0.05330261416332036,0.08232076906577034,0.03560688391430143
0.12740170810416346,0.202863306657295,2025-04-17,,0.08822612967702245,0.034790751305877346,0.23006521125821033,0.032496621213431415,0.07192706920585838,0.3712226009388579,0.05330261416332036,0.08232076906577034,0.03560688391430143
0.13639513584002222,0.21572774687337107,2025-04-20,,0.0994414998047472,0.03653507148626301,0.3258005168071817,0.028877991826498157,0.067343497061358,0.30539029817052726,0.045786874562920896,0.057065049718738076,0.03371809951768896
0.14305087149827536,0.20033048965335892,2025-04-22,0.7186424739605529,,,,,,,,,
,,2025-04-24,,0.09971506743334813,0.03320605421694709,0.37175448867419536,0.03391381468482924,0.12363630940354521,0.2239038302041591,0.05030386271179953,0.03324152430491494,0.03028379206163786
0.13583622903279904,0.20590635350081682,2025-04-25,,,,,,,,,,
0.15516045962322528,0.22710267676046905,2025-04-27,,0.14135278765230094,0.03356308743565757,0.4647204829356782,0.029967544025528037,0.05452054070694982,0.1355925342976166,0.06125263865295941,0.03583046059586453,0.04315969167703412
0.14243730609777044,0.20030225361758014,2025-05-02,,0.11202856136621979,0.0347668843889739,0.3229403295523539,0.038492948616040454,0.14284174841795097,0.2389129745533999,0.04858517677555604,0.0311734090604888,0.030216996275027233
,,2025-05-04,0.7177847881954416,,,,,,,,,
0.13759850306409702,0.2146224933810229,2025-05-05,,,,,,,,,,
0.13595137569501245,0.2206681982214146,2025-05-07,,0.10447120411211229,0.033663798642216594,0.4258721188660077,0.02883618250153204,0.06845648884257674,0.22104791050308686,0.04891110959119616,0.037802837825074743,0.03089801862392478
0.1402172579911175,0.19634095690449407,2025-05-10,,0.1250865746059369,0.03697805483897962,0.38126888195257974,0.033212984638539514,0.052218012068107424,0.2181213033630587,0.05787278711503494,0.050260233408258075,0.04494009149476916
,,2025-05-16,0.7329747602025142,,,,,,,,,
,,2025-05-28,0.7128388431988474,,,,,,,,,
0.2602690985315505,0.3490232384353936,2025-06-03,,0.07362392064301217,0.036170867397755525,0.44411472926198364,0.035285529772839455,0.0903200916390723,0.2036023289028709,0.04897969530444855,0.0378028694605628,0.030060048626244097
,,2025-06-09,0.5948277607015479,,,,,,,,,
,,2025-06-14,,0.0451945401697489,0.07481767758324223,0.18726951782455037,0.04678023611038662,0.13870378497924737,0.2916766295181243,0.04266997932128668,0.13868162925300515,0.03416470295778215
,,2025-06-21,0.6316118947228478,,,,,,,,,
,,2025-07-03,0.7092796122317628,,,,,,,,,
,,2025-07-15,0.6477393688744659,,,,,,,,,
,,2025-07-27,0.7830746859324547,,,,,,,,,
,,2025-08-08,0.7517007317006448,,,,,,,,,
,,2025-08-20,0.7133896768701402,,,,,,,,,
,,2025-09-01,0.7861711047838366,,,,,,,,,
,,2025-09-13,0.742269975890532,,,,,,,,,
,,2025-09-25,0.7557459440178048,,,,,,,,,
,,2025-10-07,0.7854003193139565,,,,,,,,,
0.45042945696219194,0.5927253242164875,2025-10-09,,0.03900412744369393,0.03556629342979748,0.08215070761897604,0.03188244300983408,0.332576632867452,0.17795176132286822,0.04732427726217047,0.22629891440729852,0.02720423989467254
0.4364804314449483,0.5957023249703612,2025-10-17,,0.04060715336300941,0.03475839392313618,0.06596635564809221,0.043471050898693825,0.12141456146190721,0.32700873570830874,0.04211577463064471,0.29692527292521337,0.027692483151056033
0.458864730360596,0.5137266559104658,2025-10-19,0.7489850361322186,,,,,,,,,
,,2025-10-31,0.762092185047159,,,,,,,,,
,,2025-11-01,,0.0362840014134255,0.029462022061310118,0.04738434644906585,0.0311007522231931,0.15164125061241807,0.31642755826761654,0.03753720002682815,0.3208680045488187,0.02925517031854062
0.38738155793078866,0.536555104933741,2025-11-08,,0.07386323497787282,0.027327180497764465,0.03965698315955588,0.03208002288976416,0.332196860381114,0.2741885536013755,0.039567299131996664,0.15490583997073915,0.02617358147009255
0.3770248522797946,0.5344864207044657,2025-11-10,,,,,,,,,,
,,2025-11-11,,0.054508619358673724,0.026531773912158843,0.05538988501542944,0.02878495675174978,0.26463550807120767,0.2743261732782312,0.04132774909019113,0.22558838579800305,0.028866665264923944
,,2025-11-12,0.7348835907516653,,,,,,,,,
0.37781121948765756,0.5153199100406398,2025-11-13,,,,,,,,,,
0.3370028664563728,0.5099929476297425,2025-11-16,,0.044910559890198626,0.03218117786174237,0.0700767282187364,0.028139337086920034,0.20257641562592443,0.2835115240320258,0.04510364598165626,0.26335847989454925,0.030101816892807567
0.3118169333061985,0.48122111177939664,2025-11-21,,0.06196073594142585,0.028854667187845642,0.05442020990162771,0.0279630266466076,0.24002405701857685,0.304095826289584,0.04015285134101818,0.21329679714950928,0.029191548202484884
0.3220387303564743,0.4655153357348014,2025-11-23,,0.04189224878402519,0.033546235656238,0.06873970509847714,0.02822343997164296,0.13020802490803773,0.3613111678027597,0.04233050954606817,0.26328403094495745,0.030424468408136913
,,2025-11-24,0.7547254147772133,,,,,,,,,
0.2815395001171822,0.43341931513192744,2025-11-26,,,,,,,,,,
0.29307838848572576,0.42589998806782015,2025-11-28,,0.11058649478895151,0.03397944335406652,0.03787348885436753,0.03042909630618795,0.25816821830748027,0.3306806732009608,0.040405799684439775,0.13141702567503838,0.02641890831184668
0.28866000504747075,0.39030741044337647,2025-12-03,,0.10711131001358747,0.02940496074675438,0.06897542430593785,0.03732625941718984,0.141806545799704,0.30508881360188345,0.05674446586959882,0.22428955361992003,0.02921078868241728
,,2025-12-06,0.73818345237854,,,,,,,,,
0.2570392495271098,0.41381941583199644,2025-12-08,,,,,,,,,,
,,2025-12-11,,0.07556415331348078,0.028363403819741496,0.06701064127829073,0.025040180964905068,0.11504554514157524,0.35277390555015314,0.038066187899868285,0.2664460897380027,0.03164929928575093
0.25139988257810975,0.3991784339424635,2025-12-13,,0.059747603282521225,0.029738408603928228,0.07542624891361581,0.024753232891258595,0.07709860460128524,0.37392965194348426,0.03824416063120265,0.28927188379294627,0.031750604736358955
0.22680703312250786,0.39780264139090993,2025-12-13,,0.059747603282521225,0.029738408603928228,0.07542624891361581,0.024753232891258595,0.07709860460128524,0.37392965194348426,0.03824416063120265,0.28927188379294627,0.031750604736358955
0.2424929301824715,0.38966216874752946,2025-12-18,0.7162603579006972,0.07642674642253466,0.028308553819441144,0.0672642563317471,0.02846922005486151,0.27763766628814596,0.27894190428522087,0.045424325081580744,0.16895815277014825,0.028528335427053395
0.23650612657120715,0.3788734341252621,2025-12-20,,,,,,,,,,
,,2025-12-21,,0.06613957594262289,0.029519049432952707,0.06790687941197543,0.0256738557716122,0.21319972880134747,0.2698962991065426,0.045958673389809156,0.2510667033644138,0.030598609768800224
0.23376098862036335,0.36133580646038493,2025-12-23,,,,,,,,,,
