RVI,date
0.8165768246432455,2025-03-03
0.5908757751532225,2025-03-15
0.5747259177259906,2025-03-27
0.6534440288641178,2025-04-08
0.6283819358799213,2025-04-20
0.6124804712704282,2025-05-02
0.6549106183268557,2025-05-14
0.5784797871402502,2025-05-26
0.6568692718161631,2025-06-07
0.5124494262050581,2025-06-19
0.590384559450908,2025-07-01
0.7385380101723312,2025-07-13
0.9595377935794318,2025-07-25
0.7832854331308368,2025-08-06
0.7918667712421419,2025-08-18
0.8218500207126958,2025-08-30
0.7811066104309853,2025-09-11
0.7892972347709072,2025-09-23
0.776497953654549,2025-10-05
0.779003194353237,2025-10-17
0.5970635728336474,2025-10-29
0.6435172134370134,2025-11-10
0.6604749725511142,2025-11-22
0.7303661077386765,2025-12-04
0.7304859475728932,2025-12-16
0.8751211911251244,2025-12-28
0.8178690903670566,2026-01-09
0.8829262177725659,2026-01-21
1.0904201395214945,2026-02-02
0.9717568142082524,2026-02-14
